"state_name","transMonth","GOGSPPG_wI","GOGSPPG_Low","GOGSPPG_Med","GOGSPPG_High","GI1_PPG_dep","GI1_PPG_est_dep","GI1PPG_Low_dep","GI1PPG_Med_dep","GI1PPG_High_dep","GI5_PPG_dep","GI10_PPG_dep","GI15_PPG_dep","newGamblersPPG_wI"
"Alabama",2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alabama",2019-02-01,1.00731035675129,2.25731277772885,0,0.667220756218613,-0.0336353371604327,-0.0175958215544598,0.012326114617162,0,0.0197265864880002,-0.0321423108333247,0,0,0.0581346137459861
"Alabama",2019-03-01,0.995101074322486,2.45039521732974,0.192132217715162,0.380381533408354,-0.0078647494247402,0.0056365131762601,0.0497173871070748,0,0,-0.0297589017475243,0,0,-0.0404758747880795
"Alabama",2019-04-01,4.10424896881947,4.71370512963358,0.00288912904304247,7.7251277969758,0.048553445890082,0.0456082027956381,-0.00470536433452311,0,-0.0140982847696131,0.033244596597041,0.00474583278836232,0.0123286645517228,0.00202089352895922
"Alabama",2019-05-01,5.17941467497678,3.64162681479905,0.0284323300232123,11.9180304439975,-0.0159992005251092,0.0105789090865021,-0.00385445798205261,0,0.0339986420434007,-0.0232835466151582,0.0205046454448145,0.0361314563436909,0.0182954364565047
"Alabama",2019-06-01,3.07910922745898,1.70870218496192,2.25664677986595,5.28505109143366,-0.0319168459061715,-0.0203274750149218,0.0541916546958771,0.0101791846793981,0.0161843085160518,0.0503174993798612,0,0,0.053695070294071
"Alabama",2019-07-01,3.39631688696047,2.47184450125561,3.18315721981492,4.71882322728153,0.00916735630029208,0.0134500789757291,0.0324332792297045,0.0173536461450843,0.0167329454490993,0.0186867563410206,-0.014223240935937,0,0.025017163202477
"Alabama",2019-08-01,3.05961606824886,3.59835994524699,3.26433155543183,2.13260318695054,0.0267653870110018,0.0140318988278498,-0.0109499914436238,0.0266262553476057,0.0473588555973644,-0.00168047790578473,-0.0437212951860805,0.0358979112413949,0.0539921665131448
"Alabama",2019-09-01,10.2314599299333,12.2789691956876,10.2228799010505,8.11784600558501,0.063201225737019,0.0115647515695122,0.0622117207073694,0.0237078157055226,0.0193004547527117,0.0208720964996657,-0.0392779941888406,0,0.14425960399282
"Alabama",2019-10-01,8.75886586477635,8.69495113352477,10.8454185920016,6.54821760816568,0.0118389051958411,0.0807873219412464,0.015402607908865,0.00992473633639532,0.0379911064695662,-0.0153279329156466,0.0386269546545907,-0.0475954845889928,0.00953323349228822
"Alabama",2019-11-01,10.6413168653975,13.5044919657131,12.3271835752531,5.69045675810773,0.0557741718287785,0.00700238227253278,0.0179201140170743,0.0543947340185463,0.0537568522543978,0.0542265132988165,0.047973962493959,-0.0359987260705079,-0.00699969552283375
"Alabama",2019-12-01,9.05783759006722,5.72071051777938,8.73755191088644,13.081079466241,0.00679791327997997,0.00190457090472755,0.07604788072194,-0.0198024327629337,-0.022044862079927,-0.0439443038460999,-0.0232117633789014,0.0413795811302266,-0.00995144576993312
"Alabama",2020-01-01,6.75375448503581,5.64205565420184,8.56150148532546,6.00579119614279,0.0388594482712341,0.0443414578071007,-0.0166702039424217,0.0633422146060479,-0.0095427160431289,-0.0152726355323056,0.00527331324067349,0,0.0160794541282364
"Alabama",2020-02-01,5.85394844682656,4.01932956127567,3.66700082104144,9.97167477829122,0.0283744835282038,-0.00641161287976422,0.0313373234668808,0.0561606558030631,0.0250540734377458,-0.00574659784731687,0.045622701390102,-0.0399721279329383,0.0450651908788606
"Alabama",2020-03-01,3.01267400632017,1.78918977275303,1.69667791123773,5.61351045030526,-0.0355792599578807,-0.0109972793256673,0.0328313362799916,0.0340606817037453,-0.023530817119556,0.019375801913674,-0.0153879373543299,0.0385307294029049,-0.0474213896060675
"Alabama",2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alabama",2020-05-01,1.05008104526936,1.10241677600989,1.57012803175104,0.565359423318461,0.0432041842970084,0.010253224188139,-0.0131462146212547,-0.00800398339097519,0,-0.0165288448854112,0.0138649916082279,0,-0.0373922136494875
"Alabama",2020-06-01,1.94241857858177,2.15263278417885,2.9248044490791,0.861377170659981,0.0484884837546879,-0.0280742894322667,-0.00968776854325226,-0.0268078844763753,0.0265832847046159,0.0225175378734721,0.0114590254973145,0.0168103445732272,0.0370382345187804
"Alabama",2020-07-01,3.58188196191876,3.01897513666438,4.04311227587644,3.83530627174916,0.000840108736308768,0.0540495036718596,0.0271350122722905,0.0394776245884251,-0.00933545118972341,0.0212808440275271,-0.00519160507291342,-0.00442292682058085,-0.0271552248208738
"Alabama",2020-08-01,7.83543593442608,7.0057337991897,10.5916173434013,5.83754740531896,0.043095865737658,0.00178015609778943,0.0333133169451486,0.065755850314298,0.0573705939646585,-0.0361223674638853,-0.0339898619846336,-0.0102352978182007,-0.00371450338242275
"Alabama",2020-09-01,14.3386171258409,21.0938176769572,12.9114310378233,8.59130226368578,0.0461054390081228,0.0838897170722573,0.0769442827448827,0.0618550811098545,0.039376773804725,0.0542564067333061,-0.0282258526549753,0.034266391263694,0.0604682639068184
"Alabama",2020-10-01,15.4294706509154,21.3398380852098,18.5733013518712,5.73059720943948,0.0260464567927649,0.038162780087221,0.0699180183475581,0.0811906352782479,0.0380049356305972,-0.014774094894404,0.0476685279692428,0.00921895218303101,0.00216851315677764
"Alabama",2020-11-01,11.3336952384048,10.902046533963,14.6060057219753,8.45794386238013,0.0313274567867834,0.0761627696034258,0.0527695839057288,0.0765770621709169,-0.0387415483892382,-0.0353339837643956,-0.0439638310696332,-0.0245277133879708,-0.0187860109045989
"Alabama",2020-12-01,12.3633943252082,11.2343129668651,14.9153968697672,10.813370523647,0.00650392297611202,0.0306023356621886,0.0423017234644897,-0.0105498019624813,0.0251081301084606,0.0142849764267532,-0.0162631813479213,0.0420521583065866,0.0357862946316778
"Alabama",2021-01-01,19.4016516891991,28.0110375460841,14.3821110222084,15.1501970532454,0.0351272726914869,0.0419681481084253,0.0686503820762889,0.047459578346664,0.00571857075404524,0.0562858974329508,0.0330327339271236,0.0335555089939167,0.0391782528758923
"Alabama",2021-02-01,10.7469516534311,10.4336148498269,12.8161169260039,9.0840487501675,0.0559590860642679,0.0108886015383464,0.0808942217590465,0.0371832748437413,0.0549529900810359,-0.0410984705050895,0.0423642095442155,-0.015514964119995,0.0595427302681073
"Alabama",2021-03-01,9.29519232602936,10.6940763854857,8.42512286663199,8.51393901260106,0.0432582913831719,0.0195481717592196,0.000495472191695691,0.035683267110824,-0.0217070994247796,-0.0371761573614734,0.0124501225103849,0.0299110803821837,0.0328200694944305
"Alabama",2021-04-01,6.88372733948041,6.01530420560703,7.37700708110729,7.43545988203755,0.062232579707413,0.0694543299562203,-0.0129361047709732,-0.0178842247865976,-0.00843180363666192,-0.0185989454895002,-0.0186664361244537,0.0182161285720072,-0.00498515332894768
"Alabama",2021-05-01,6.98510710384772,6.65485428750772,7.86510508551411,6.47606720396884,0.029948115321585,0.0459035850309686,-0.00437582121420298,-0.0153671796126973,0.0108136134784632,-0.000944140934147863,-0.0183408164767563,0,-0.00817936994446809
"Alabama",2021-06-01,9.29659536970455,17.9429747763363,5.9709991172215,3.29349099362108,0.0644826365143648,0.0585285990217844,-0.00095262052385954,0.0528083470175859,-0.0173819006694793,0.0532132544309194,0.0278571158616627,-0.0231280934051592,0.0161746428052601
"Alabama",2021-07-01,9.51968851541902,11.0481449587429,9.9118758162447,7.34791827023197,0.0308403742022487,0.0560483232428155,0.0450078271041912,0.0669904154829042,-3.48838672032878e-06,0.0493126698208535,-0.0456728993676712,0.0435919134247829,-0.038419953546181
"Alabama",2021-08-01,9.56820301304288,15.7195757346268,5.74296652342232,6.58523295485236,-0.0103398779021683,0.0119374122334433,0.00248931146445958,0.00207693332624508,0.0032022428492387,0.000237687295072717,0.0240325224970954,0.00256104304129444,-0.00808732033220812
"Alabama",2021-09-01,21.9881595536523,37.972559018575,12.8895722752,13.6417173139069,0.0385588113743891,0.0231207545703532,0.0449802583748815,0.0454699741735359,0.00072223853298356,0.0498230584487394,-0.0169955890128239,0.0203366560231675,0.0294180077859474
"Alabama",2021-10-01,24.0034800514155,27.5728011798682,27.5743790465565,16.262836333466,0.0806377890524771,0.0139980701132237,0.116726592392661,0.0650047740034227,0.038008004246795,-0.0182753485448109,0.0386830390196351,-0.0271399477181225,0.00891269051935523
